Feedback,Category,Sentiment
Faculty mentorship programs guide students through their academic and career journey,Academics,Positive
Tumblr keeps eating my messages. Something came up tho sobs. ;__; I\u2019ll tell everything tomorrow/tonight. I love you lots ;;,Mess,Negative
Prenatal moves to Wednesday at 7 p.m starting tonight AND an additional Pre-natal Yoga class starts Thursday 9/10 at 8:45 with Heather!,Academics,Neutral
Take a look inside the KwaFaku Reading Club to see how these volunteers nurture children's every Sat (video),Others,Positive
"In most cases, academic planning by faculty follows standard procedures though innovation welcomed",Faculty,Neutral
i swear!! You dont needa be that ratchet in 7th grade. I was just about to call Joseph Kony.,Academics,Negative
"I ate here at around 8:00 on a Saturday night.  Reading the other reviews, it makes me wonder if people were a the same restaurant I was.  Sure, it isn't a world class dining establishment, but it is decent considering it is a chain.  You should know that going into any chain, really.  It was basica",Academics,Neutral
"Arsenal defender, Mathieu Debuchy has been linked with a January move away from the club.",Others,Negative
it's one thing to read about or rail against the ongoing - and unprecedented - construction project going on over our heads . it's quite another to feel physically caught up in the process .,Academics,Positive
"The gallery is right above the Wood Street T/Bus Station and can easily be missed, well at least that was the case for me. Having gone through that station at least few times a day during my college days - I never once realize there was a gallery above the station.\n\nSince last year's gallery crawl",Facilities,Positive
"an intelligent , multi-layered and profoundly humanist ( not to mention gently political ) meditation on the values of knowledge , education , and the affects of cultural and geographical displacement .",Faculty,Positive
"""Floyd Mayweather ranks Ali as just the 5th best fighter of all time. Of course, he ranks himself as No. 1. """,Academics,Neutral
went to watch em against fc Gomel and sat in the KOP and the atmosphere is insane! And Wen they sang NWA I had goose bumps lol,Others,Positive
"DAVE & BUSTERS!  It's a nice place to eat, have fun and drink!!  All ages can enjoy this place.  I was so EXCITED to hear them announce that after 10p, all children whether accompanied by a guardian or not had to go!  It made for a nice evening for adults only.  \n\nEverytime we go whether we play o",Mess,Neutral
Tennessee 7th graders assignment: Write &amp; Recite 'Allah is the only god' in 3 week focus on Islam in history class,Academics,Neutral
"""Watching Wansapanataym with nephew, so grade schoool kids touch screen na rin mga cellphone? Noong elem ako cool na yun may mga beeper haha""",Academics,Neutral
I have no doubt that Wiggins will win Tour de Romandie tomorrow. Second stage race win after Paris-Nice. He\u2019s so going to be on TDF podium!,Faculty,Positive
"it's the element of condescension , as the filmmakers look down on their working-class subjects from their lofty perch , that finally makes sex with strangers , which opens today in the new york metropolitan area , so distasteful .",Academics,Negative
I thought this was the announcement of a Janet Jackson remix at first and I'm kind of disappointed.,Administration,Negative
I stopped in randomly for lunch the other day and it was great. there was a longer line but thought it must be worth it.  the line moved pretty fast due to the guy behind the register.  he moved the line along with speed and not at the expense of the customer.  funny guy.  the burrito was perfect an,Mess,Positive
"Most of the games were out of order and I had to find one of those referee looking people to fix 2 of them that took some of our credits.  Apathetic service staff all around, the Peanut and I were really disappointed.  Won't be back.",Administration,Negative
I wouldn't eat here if it were the last food place in Charlotte. They have burnt broccoli. They also have a lack of good customer service. Oh not to mention how slow they are when you are waiting for your order. Don't waste your time!,Mess,Negative
Academic advising appointments are rushed and advisors seem unprepared.,Administration,Negative
Good hotel. Stay here frequently for business trips. Easy walk to PNC park if you want to catch a game. Nice rooms and good service. I would recommend to anyone looking to stay downtown.,Hostel,Positive
FM Preview: Derby County v Peterborough United 28 Apr 2012 - FootyMad attempt to assist you with their form guide as...,Administration,Neutral
Good morning!! Were up bright and early to set up your Saturday morning swim down at Elton sailing club :) 8 - 11am see you lakeside,Others,Positive
10th grade I said Nipsey Hussle the best rapper out. Everybody was like hell naw then when the marathon came out everybody was on his nuts,Academics,Positive
"Happy 20th Birthday Amazon! Amazon Prime day is bigger than black friday! Support QCHF, save money, and feel...",Faculty,Positive
"We really liked the pub feel of this place and the location hidden among the houses. It could be easy to miss if you didn't know it was there. The inside didn't feel like a house at all, it was pretty dark inside, yet light enough to read the menu and socialize. The service was great, prompt refills",Mess,Neutral
"What do you listen to when you hit the gym? For me it's usually old loud rock: KISS, AC/DC, Led Zeppelin.",Facilities,Neutral
"I've been back to Quiet Storm many times. I can accept the hit or miss service since it's pretty cheap and casual. That's not really an excuse for bad service, it only somehow softens the blow, but why be mediocre? \n\nThe environment is comfortable (unless you sense the servers don't want you there",Others,Negative
"brash , intelligent and erotically perplexing , haneke's portrait of an upper class austrian society and the suppression of its tucked away demons is uniquely felt with a sardonic jolt .",Academics,Positive
Score ethnic food! I will say that I love their hummus. It's very tasty as well as their pitas (which appear to be sold all over the city). The staff is friendly and helpful and they have many things that you can't find anywhere else.,Administration,Positive
"Before bed, just gimme a bit of strength for tomorrow, Batman!",Hostel,Positive
"just me and Iona I think, you are very welcome to come though, I may need the support! Haha""",Faculty,Positive
my best friend and I sat there listening to all of your videos and the ones with Christina Grimmie last night and were awestruck,Hostel,Positive
Placement records are decent but depend heavily on the chosen branch.,Others,Negative
"tomorrow's breakfast serial suggestion. George Harison was a Beatle,so was Paul McCartney so how about My Love!!!!""",Mess,Neutral
"The Good:\nThis place is in a pretty prime location downtown as it is located to some of the best eateries downtown (Merts, Pita Pit), a few blocks from Bobcat Arena, walking distance to Bank of America Stadium, and a stones throw from the heart of Charlotte (Trade/Tryon).  \n\nThe room had an ipod",Hostel,Negative
